Date,Open,High,Low,Close,Adj Close,Volume
2021-09-09,78.650002,78.720001,77.730003,77.769997,76.671021,392900
2021-09-10,77.959999,78.160004,77.360001,77.470001,76.375259,307600
2021-09-13,77.790001,78.680000,77.169998,77.570000,76.473854,379300
2021-09-14,77.599998,78.000000,77.029999,77.199997,76.109077,584200
2021-09-15,77.430000,78.849998,77.330002,78.419998,77.311836,397200
2021-09-16,78.339996,78.620003,77.730003,77.870003,76.769615,409000
2021-09-17,77.790001,78.150002,77.250000,77.629997,76.533005,780700
2021-09-20,76.570000,77.220001,75.059998,76.550003,75.468269,828700
2021-09-21,77.050003,77.300003,75.910004,75.949997,74.876740,501700
2021-09-22,75.959999,76.760002,75.760002,76.230003,75.152786,569400
2021-09-23,76.339996,77.480003,76.339996,77.000000,75.911903,481700
2021-09-24,76.930000,77.110001,76.410004,76.839996,75.754166,628600
2021-09-27,76.860001,77.620003,76.809998,77.139999,76.049927,277400
2021-09-28,76.930000,77.980003,75.870003,76.019997,74.945747,393300
2021-09-29,75.690002,76.849998,75.529999,76.209999,75.490562,306800
2021-09-30,76.480003,76.750000,75.610001,75.709999,74.995277,554800
2021-10-01,76.070000,76.699997,75.139999,76.269997,75.549995,315100
2021-10-04,75.989998,76.330002,75.580002,76.120003,75.401413,523000
2021-10-05,76.160004,77.089996,75.870003,76.779999,76.055183,444200
2021-10-06,76.410004,77.160004,75.720001,76.470001,75.748108,392200
2021-10-07,76.989998,78.279999,76.949997,77.739998,77.006119,336500
2021-10-08,77.830002,78.540001,77.680000,77.830002,77.095268,300700
2021-10-11,77.940002,78.440002,77.669998,78.000000,77.263664,324500
2021-10-12,77.989998,78.519997,77.709999,78.230003,77.491493,448100
2021-10-13,78.279999,79.239998,78.019997,79.080002,78.333466,374700
2021-10-14,79.500000,80.480003,79.500000,80.269997,79.512230,287700
2021-10-15,80.699997,81.290001,80.349998,80.660004,79.898552,321400
2021-10-18,80.349998,81.190002,80.029999,80.040001,79.284409,316800
2021-10-19,80.500000,80.500000,79.470001,79.769997,79.016953,485800
2021-10-20,79.809998,80.940002,79.809998,80.620003,79.858932,374800
2021-10-21,81.690002,81.690002,80.349998,81.110001,80.344307,338200
2021-10-22,81.129997,81.730003,80.580002,81.160004,80.393837,478900
2021-10-25,81.470001,81.470001,80.120003,80.269997,79.512230,404800
2021-10-26,80.580002,81.330002,80.120003,80.160004,79.403275,485400
2021-10-27,80.290001,80.290001,77.500000,77.690002,76.956596,751500
2021-10-28,77.769997,78.440002,75.919998,76.629997,75.906593,844600
2021-10-29,76.389999,78.550003,76.389999,77.839996,77.105171,994800
2021-11-01,78.190002,78.900002,77.529999,78.099998,77.362724,602300
2021-11-02,78.010002,78.669998,77.330002,78.099998,77.362724,605200
2021-11-03,75.010002,76.860001,73.540001,74.139999,73.440102,1337100
2021-11-04,74.500000,75.860001,74.500000,75.110001,74.400948,734800
2021-11-05,75.669998,76.800003,75.169998,75.699997,74.985374,777500
2021-11-08,75.889999,76.589996,75.199997,76.220001,75.500465,843400
2021-11-09,76.040001,76.410004,74.540001,74.870003,74.163216,895300
2021-11-10,74.500000,75.599998,74.330002,74.360001,73.658028,833700
2021-11-11,74.480003,75.690002,74.300003,75.239998,74.529716,568000
2021-11-12,75.099998,75.239998,73.620003,73.889999,73.192467,722100
2021-11-15,74.110001,74.580002,73.709999,73.889999,73.192467,635400
2021-11-16,74.330002,74.849998,73.559998,73.839996,73.142937,1190900
2021-11-17,73.550003,74.110001,73.010002,73.459999,72.766525,713500
2021-11-18,73.559998,73.959999,72.830002,73.449997,72.756615,863000
2021-11-19,73.550003,73.550003,72.639999,72.750000,72.063225,449700
2021-11-22,72.900002,73.070000,71.959999,71.959999,71.280678,607900
2021-11-23,72.250000,72.680000,71.309998,72.480003,71.795776,713300
2021-11-24,72.290001,73.000000,71.940002,72.529999,71.845306,704700
2021-11-26,71.419998,71.809998,70.099998,70.309998,69.646255,453100
2021-11-29,70.629997,71.620003,70.250000,70.980003,70.309937,530800
2021-11-30,70.599998,71.120003,69.690002,69.820000,69.160881,697700
2021-12-01,70.250000,70.250000,68.330002,68.339996,67.694847,791800
2021-12-02,68.330002,70.849998,68.330002,70.550003,69.883995,703000
2021-12-03,70.610001,70.980003,69.790001,69.889999,69.230225,822700
2021-12-06,70.230003,70.800003,69.919998,70.349998,69.685875,734000
2021-12-07,70.760002,71.309998,70.470001,70.769997,70.101913,595900
2021-12-08,70.949997,71.410004,70.550003,71.160004,70.488243,400900
2021-12-09,71.000000,71.669998,70.660004,71.570000,70.894363,533400
2021-12-10,72.000000,72.580002,71.750000,72.089996,71.409454,643200
2021-12-13,71.870003,73.180000,71.430000,72.699997,72.013695,636500
2021-12-14,70.989998,72.779999,70.989998,72.349998,71.667000,723100
2021-12-15,72.820000,74.040001,72.430000,73.970001,73.271706,696100
2021-12-16,73.959999,74.930000,73.750000,74.279999,73.578781,688000
2021-12-17,74.190002,74.410004,72.989998,73.089996,72.400009,1239700
2021-12-20,71.570000,72.599998,71.169998,72.489998,71.805672,581600
2021-12-21,72.739998,73.629997,72.739998,73.330002,72.637749,461600
2021-12-22,73.220001,74.129997,73.099998,73.970001,73.271706,376700
2021-12-23,74.330002,74.669998,74.120003,74.330002,73.628311,328800
2021-12-27,74.339996,75.070000,74.199997,75.029999,74.321693,222300
2021-12-28,74.529999,75.510002,74.529999,75.169998,74.460381,257600
2021-12-29,75.180000,75.910004,75.070000,75.690002,74.975471,357100
2021-12-30,75.580002,75.660004,74.559998,74.970001,74.617165,222800
2021-12-31,74.910004,75.330002,74.809998,74.839996,74.487778,223900
2022-01-03,74.730003,75.320000,74.230003,75.080002,74.726654,420800
2022-01-04,75.199997,76.699997,75.070000,76.099998,75.741844,512100
2022-01-05,75.889999,76.160004,74.370003,74.500000,74.149376,667100
2022-01-06,74.690002,75.290001,74.480003,75.220001,74.865990,479100
2022-01-07,75.089996,75.809998,75.000000,75.230003,74.875946,468100
2022-01-10,74.900002,76.730003,74.730003,75.779999,75.423355,390700
2022-01-11,75.739998,76.650002,74.940002,76.019997,75.662224,706400
2022-01-12,76.190002,76.739998,75.180000,75.540001,75.184486,495900
2022-01-13,75.910004,76.760002,75.220001,75.680000,75.323822,468500
2022-01-14,75.180000,75.750000,74.970001,75.699997,75.343727,365700
2022-01-18,75.389999,75.820000,74.970001,75.510002,75.154625,340400
2022-01-19,75.510002,76.360001,75.120003,75.660004,75.303925,452600
2022-01-20,75.620003,76.959999,75.459999,75.739998,75.383537,568400
2022-01-21,75.699997,76.290001,74.680000,75.080002,74.726654,536400
2022-01-24,74.339996,75.320000,72.629997,75.239998,74.885895,602100
2022-01-25,74.480003,75.559998,72.980003,75.000000,74.647026,836400
2022-01-26,75.349998,76.260002,74.129997,74.279999,73.930412,625100
2022-01-27,74.919998,75.529999,74.279999,74.459999,74.109566,412100
2022-01-28,74.690002,75.680000,74.150002,75.629997,75.274055,424000
2022-01-31,75.260002,76.040001,74.940002,75.889999,75.532837,863500
2022-02-01,75.250000,77.059998,75.250000,77.000000,76.637611,747900
2022-02-02,78.580002,79.730003,77.389999,78.000000,77.632904,1118200
2022-02-03,76.089996,77.650002,75.699997,77.080002,76.717239,748900
2022-02-04,76.800003,78.220001,76.800003,77.169998,76.806808,936600
2022-02-07,76.809998,78.580002,76.690002,77.870003,77.503525,767100
2022-02-08,77.709999,78.760002,77.660004,78.199997,77.831963,1141600
2022-02-09,78.830002,80.480003,78.430000,80.019997,79.643394,697000
2022-02-10,79.449997,80.410004,79.410004,79.629997,79.255234,549700
2022-02-11,79.709999,79.980003,78.989998,79.320000,78.946693,381100
2022-02-14,79.040001,79.970001,78.660004,79.709999,79.334862,705800
2022-02-15,80.070000,80.500000,78.910004,78.989998,78.618248,1174300
2022-02-16,79.029999,80.129997,78.750000,79.730003,79.354767,494800
2022-02-17,79.110001,80.180000,78.830002,79.760002,79.384628,584700
2022-02-18,79.699997,80.570000,78.940002,79.570000,79.195518,565700
2022-02-22,78.839996,79.559998,77.739998,77.919998,77.553284,889200
2022-02-23,78.050003,78.650002,76.919998,76.959999,76.597801,585600
2022-02-24,75.949997,77.629997,75.190002,77.550003,77.185028,842300
2022-02-25,77.589996,79.250000,77.120003,78.940002,78.568489,551800
2022-02-28,77.959999,78.970001,77.750000,78.699997,78.329613,696900
2022-03-01,78.309998,79.239998,78.000000,78.389999,78.021072,655300
2022-03-02,78.650002,80.660004,78.500000,80.449997,80.071373,455000
2022-03-03,80.000000,80.709999,79.550003,80.570000,80.190811,476000
2022-03-04,79.949997,81.900002,79.660004,81.879997,81.494644,697600
2022-03-07,81.349998,82.169998,80.400002,80.440002,80.061424,797100
2022-03-08,80.339996,80.349998,78.180000,78.529999,78.160408,789500
2022-03-09,79.720001,79.790001,78.680000,79.430000,79.056175,648200
2022-03-10,79.040001,79.989998,78.199997,79.849998,79.474197,545700
2022-03-11,79.980003,80.209999,78.870003,78.930000,78.558533,493700
2022-03-14,79.220001,79.779999,78.989998,79.309998,78.936737,611500
2022-03-15,79.599998,79.959999,78.629997,78.940002,78.568489,576800
2022-03-16,78.989998,80.870003,78.989998,80.820000,80.439636,785800
2022-03-17,80.680000,81.480003,80.360001,81.309998,80.927330,383400
2022-03-18,80.889999,81.720001,80.160004,81.690002,81.305542,1415400
2022-03-21,81.790001,82.449997,81.070000,81.730003,81.345352,551700
2022-03-22,82.620003,82.620003,81.220001,81.440002,81.056717,629800
2022-03-23,81.349998,81.349998,80.080002,80.300003,79.922089,550700
2022-03-24,80.669998,81.500000,80.320000,81.269997,80.887512,382600
2022-03-25,81.470001,81.940002,81.150002,81.900002,81.514557,354900
2022-03-28,81.660004,82.040001,81.279999,82.000000,81.614082,268400
2022-03-29,82.160004,83.980003,82.050003,83.930000,83.534996,652100
2022-03-30,83.540001,83.970001,82.400002,82.879997,82.879997,528500
2022-03-31,82.860001,83.820000,82.120003,82.209999,82.209999,538200
2022-04-01,82.440002,83.459999,81.900002,83.459999,83.459999,562700
2022-04-04,83.160004,83.180000,82.440002,83.110001,83.110001,574300
2022-04-05,83.120003,83.760002,82.250000,82.540001,82.540001,825800
2022-04-06,82.269997,82.900002,82.099998,82.389999,82.389999,482100
2022-04-07,82.419998,83.099998,82.000000,82.830002,82.830002,1062700
2022-04-08,82.959999,83.500000,82.150002,83.019997,83.019997,519200
2022-04-11,82.980003,83.489998,82.550003,82.889999,82.889999,456900
2022-04-12,82.720001,83.769997,82.489998,82.500000,82.500000,574600
2022-04-13,82.419998,82.989998,82.029999,82.750000,82.750000,324200
2022-04-14,82.879997,83.160004,82.489998,82.720001,82.720001,382900
2022-04-18,82.559998,83.320000,82.160004,82.370003,82.370003,323800
2022-04-19,82.379997,82.930000,81.320000,82.389999,82.389999,414800
2022-04-20,83.139999,83.900002,82.800003,83.129997,83.129997,570600
2022-04-21,83.459999,84.389999,82.959999,83.150002,83.150002,655500
2022-04-22,83.180000,83.500000,81.760002,81.800003,81.800003,627900
2022-04-25,81.699997,81.870003,80.449997,81.809998,81.809998,730800
2022-04-26,81.900002,81.900002,80.129997,80.169998,80.169998,458600
2022-04-27,80.339996,81.349998,80.099998,80.260002,80.260002,537800
2022-04-28,80.589996,81.199997,80.199997,80.570000,80.570000,588200
2022-04-29,80.230003,80.620003,79.169998,79.690002,79.690002,980500
2022-05-02,79.970001,80.250000,78.010002,79.150002,79.150002,476700
2022-05-03,79.269997,80.169998,79.269997,79.610001,79.610001,614300
2022-05-04,79.150002,81.180000,79.150002,81.180000,81.180000,959200
2022-05-05,80.769997,80.930000,78.809998,79.410004,79.410004,852700
2022-05-06,78.900002,79.400002,78.059998,79.080002,79.080002,663400
2022-05-09,78.419998,78.839996,78.129997,78.430000,78.430000,534500
2022-05-10,78.570000,78.820000,77.070000,77.940002,77.940002,982600
2022-05-11,77.360001,78.360001,76.800003,76.970001,76.970001,1039800
2022-05-12,79.660004,82.930000,76.970001,82.930000,82.930000,1697400
2022-05-13,82.599998,84.500000,80.980003,82.370003,82.370003,1002000
2022-05-16,82.250000,83.669998,81.989998,83.330002,83.330002,856900
2022-05-17,84.500000,85.099998,83.910004,84.949997,84.949997,578200
2022-05-18,84.669998,85.000000,83.059998,83.449997,83.449997,691700
2022-05-19,82.970001,83.790001,82.559998,82.949997,82.949997,769300
2022-05-20,83.599998,84.379997,82.650002,84.050003,84.050003,825000
2022-05-23,84.209999,85.809998,84.209999,84.370003,84.370003,653200
2022-05-24,83.669998,84.769997,82.570000,84.620003,84.620003,575400
2022-05-25,84.510002,85.900002,83.879997,85.580002,85.580002,596800
2022-05-26,85.449997,86.300003,84.699997,84.980003,84.980003,607100
2022-05-27,85.330002,87.040001,85.330002,86.959999,86.959999,576200
2022-05-31,86.230003,87.129997,85.029999,86.889999,86.889999,857100
2022-06-01,87.620003,88.180000,86.410004,86.809998,86.809998,634100
2022-06-02,87.540001,87.540001,85.669998,87.099998,87.099998,593700
2022-06-03,86.889999,87.339996,86.279999,86.940002,86.940002,550000
2022-06-06,86.870003,87.300003,86.029999,86.540001,86.540001,365800
2022-06-07,85.709999,86.730003,85.320000,86.400002,86.400002,684000
2022-06-08,85.860001,86.279999,85.419998,85.500000,85.500000,373400
2022-06-09,85.610001,85.980003,84.089996,84.250000,84.250000,612300
2022-06-10,83.760002,83.930000,81.750000,81.809998,81.809998,556300
2022-06-13,80.400002,80.790001,78.260002,78.540001,78.540001,949800
2022-06-14,79.070000,81.080002,78.209999,78.690002,78.690002,868000
2022-06-15,79.389999,79.879997,78.349998,79.050003,79.050003,896600
2022-06-16,78.320000,79.019997,76.820000,77.220001,77.220001,1309400
2022-06-17,77.750000,78.760002,76.790001,78.309998,78.309998,1038900
2022-06-21,79.269997,81.070000,78.830002,80.139999,80.139999,889500
2022-06-22,79.629997,80.839996,78.830002,80.010002,80.010002,622300
2022-06-23,80.599998,81.610001,80.169998,81.459999,81.459999,587000
2022-06-24,81.970001,85.160004,81.970001,84.879997,84.879997,920764
